"numGeoids","profile","category","variable","base","estimate","moe","cv","percent","percent_moe","is_reliable","comparison_estimate","comparison_moe","comparison_cv","comparison_percent","comparison_percent_moe","comparison_is_reliable","difference_estimate","difference_moe","difference_reliable","difference_percent","difference_percent_moe","difference_percent_reliable"
"","economic","employment_status","och6t17","OCh6t17","8773","597","4.1","1","0","true","1060266","2788","0.2","1","0","true","-1051493","2851.2020272158898","true","0","0",""
"","economic","employment_status","ochu6","OChU6","4367","488","6.8","1","0","true","619948","2582","0.3","1","0","true","-615581","2627.711551902149","true","0","0",""
"","economic","employment_status","ochu6plf","OChU6","2785","403","8.8","0.638","0.058","true","391319","4009","0.6","0.631","0.006","true","-388534","4029.2046361533935","true","0.7000000000000028","5.830951894845301","false"
"","economic","employment_status","pop16pl","Pop16pl","48529","1367","1.7","1","0","true","6860360","1728","0","1","0","true","-6811831","2203.332249117232","true","0","0",""
"","economic","health_insurance_coverage","cni1864_2","NA","39083","1252","1.9","","","true","5369877","1931","0","","","true","-5330794","2301.3615535156573","true","","",""
"","economic","health_insurance_coverage","cvlf18t64","NA","29557","1030","2.1","","","true","4102491","9890","0.1","","","true","-4072934","9943.490332876077","true","","",""
"","economic","health_insurance_coverage","cvlfem","CvLFEm","27550","1005","2.2","1","0","true","3825543","9546","0.2","1","0","true","-3797993","9598.757263312787","true","0","0",""
"","economic","health_insurance_coverage","cvnipop2","CvNIPop2","60558","1694","1.7","1","0","true","8379895","1861","0","1","0","true","-8319337","2516.536707461268","true","0","0",""
"","economic","health_insurance_coverage","cvniu18_2","CvNIU18_2","14349","845","3.6","1","0","true","1855028","1721","0.1","1","0","true","-1840679","1917.2548083131778","true","0","0",""
"","economic","health_insurance_coverage","emhins","CvLFEm","23460","874","2.3","0.852","0.006","true","3395066","12000","0.2","0.887","0.002","true","-3371606","12031.786068576852","true","-3.5","0.6324555320336759","true"
"","economic","health_insurance_coverage","emnhins","CvLFEm","4090","575","8.5","0.148","0.02","true","430477","6778","1","0.113","0.002","true","-426387","6802.345845368346","true","3.4999999999999982","2.009975124224178","false"
"","economic","health_insurance_coverage","empbhins","CvLFEm","5972","577","5.9","0.217","0.019","true","709097","5839","0.5","0.185","0.001","true","-703125","5867.439816478734","true","3.1999999999999993","1.9026297590440446","false"
