id,sum,m,cv,percent,percent_m,variable,variablename,base,category,profile,is_reliable,previous_sum,previous_m,previous_cv,previous_percent,previous_percent_m,previous_is_reliable,comparison_sum,comparison_m,comparison_cv,comparison_percent,comparison_percent_m,comparison_is_reliable,change_sum,change_m,change_percent,change_percent_m,change_percentage_point,change_percentage_point_m,change_percentage_point_significant,difference_sum,difference_m,significant,difference_percent,difference_percent_m
RXJuNTV0NjU=,1420,280,11.9868145040455,0,0,ern55t65,Ern55t65,MdEWrk,economic__special_variable,economic,True,1298,0,,0,0,False,294509,0,,0,0,False,122,280,False,0.09399075500770417,0.21571648690292755,False,0,0,-293089,280,True,0,0
RXJuNXQ3cHQ1,344,99,17.4948752385665,0,0,ern5t7pt5,Ern5t7pt5,MdEWrk,economic__special_variable,economic,True,371,0,,0,0,False,149059,0,,0,0,False,-27,99,False,-0.07277628032345014,0.26684636118598387,False,0,0,-148715,99,True,0,0
RXJuNjV0NzU=,1025,223,13.2255912224776,0,0,ern65t75,Ern65t75,MdEWrk,economic__special_variable,economic,True,916,0,,0,0,False,221820,0,,0,0,False,109,223,False,0.11899563318777293,0.24344978165938863,False,0,0,-220795,223,True,0,0
RXJuNzV0MTAw,1324,213,9.7797041295145,0,0,ern75t100,Ern75t100,MdEWrk,economic__special_variable,economic,True,1528,0,,0,0,False,391186,0,,0,0,False,-204,213,False,-0.13350785340314136,0.1393979057591623,False,0,0,-389862,213,True,0,0
RXJuVTJwdDVr,555,160,17.5251239081026,0,0,ernu2pt5k,ErnU2pt5k,MdEWrk,economic__special_variable,economic,True,639,0,,0,0,False,175652,0,,0,0,False,-84,160,False,-0.13145539906103287,0.25039123630672927,False,0,0,-175097,160,True,0,0
RjE2cGw=,11355,501,2.68216002216396,1,0,f16pl,F16pl,F16pl,employment_status,economic,True,10133,515,3.08960731091078,1,0,True,3642664,1274,0,1,0,True,1222,718.4886916298683,False,0.1205960722392184,0.07542030060564761,False,0,0,-3631309,1368.9693203282534,True,0,0
RjE2cGxDTEZF,5747,422,4.46380641042796,0.506120651695288,0.0297071646080036,f16plclfe,F16plCLFE,F16pl,employment_status,economic,True,5608,408,4.42268751978285,0.553439257870325,0.0288104682663281,True,1986266,7118,0.2,0.545,0.002,True,139,586.982112163565,False,0.024786019971469328,0.10593005416340727,False,-0.047318606175037026,0.04138307275652837,False,-1980519,7130.4984398006845,True,-3.8879348304712096,2.977441232076666,False
RjE2cGxDdkxG,6136,447,4.42849613423,0.54037868780273,0.0313244079440011,f16plcvlf,F16plCvLF,F16pl,employment_status,economic,True,6135,422,4.18149884934466,0.605447547616698,0.0280628916638414,True,2130364,7693,0.2,0.585,0.002,True,1,614.730022042197,False,0.00016299918500407498,0.10020818974231369,False,-0.06506885981396793,0.0420564432825542,False,-2124228,7705.97547361786,True,-4.462131219726999,3.1388190980720747,False
RjE2cGxMRg==,6136,447,4.42849613423,0.54037868780273,0.0313244079440011,f16pllf,F16plLF,F16pl,employment_status,economic,True,6148,421,4.16276922042506,0.606730484555413,0.0278441852928153,True,2130876,7736,0.2,0.585,0.002,True,-12,614.0439723668004,False,-0.001951854261548471,0.09978543756491705,False,-0.06635179675268299,0.041910824230296774,False,-2124740,7748.903470814435,True,-4.462131219726999,3.1388190980720747,False
RmFtMg==,6367,268,2.55878644778858,1,0,fam2,Fam2,Fam2,income_and_benefits,economic,True,6192,306,3.00417049551142,1,0,True,1887978,7339,0.2,1,0,True,175,406.7677470006687,False,0.028262273901808785,0.06674949380163014,False,0,0,-1881611,7343.891679484386,True,0,0
RmFtQndQdg==,431,125,17.6305897784893,0.0676927909533532,0.0194246133283434,fambwpv,FamBwPv,FamPvU,income_in_past_12_months_is_below_the_poverty_level,economic,True,150,75,30.3951367781155,0.0242248062015504,0.0120530961208727,False,294980,3717,0.8,0.156,0.002,True,281,145.7737973711325,False,1.8733333333333333,1.660859884383856,False,0.0434679847518028,0.022860287160371646,False,-294549,3719.101235513763,True,-8.83072090466468,1.9527304037056834,True
RmFtSTEwdDE0,126,73,35.2197616635307,0.0197895398146694,0.0114350693610536,fami10t14,FamI10t14,Fam2,income_and_benefits,economic,False,,0,,,,False,77738,2003,1.6,0.041,0.001,True,,,,,,,-77612,2004.3298131794577,True,-2.1210460185330606,1.1478711220869127,False
RmFtSTE1dDI0,146,67,27.8969063579964,0.0229307366106487,0.0104786502113229,fami15t24,FamI15t24,Fam2,income_and_benefits,economic,False,,0,,,,False,168362,3233,1.2,0.089,0.002,True,,,,,,,-168216,3233.6941723051054,True,-6.60692633893513,1.0667807190386291,True
RmFtSTIwMHBs,691,148,13.0202033087152,0.108528349301084,0.02279155724876,fami200pl,FamI200pl,Fam2,income_and_benefits,economic,True,,0,,,,False,222929,3638,1,0.118,0.002,True,,,,,,,-222238,3641.0092007573944,True,-0.9471650698915983,2.2879140757980934,False
RmFtSTI1dDM0,214,102,28.974803283811,0.0336108057169782,0.0159575126944803,fami25t34,FamI25t34,Fam2,income_and_benefits,economic,False,,0,,,,False,160633,3131,1.2,0.085,0.002,True,,,,,,,-160419,3132.6610094295233,True,-5.13891942830218,1.6082357146715152,True
RmFtSTM1dDQ5,526,156,18.0290545147757,0.0826134757342547,0.0242533156225256,fami35t49,FamI35t49,Fam2,income_and_benefits,economic,True,,0,,,,False,210893,3279,0.9,0.112,0.002,True,,,,,,,-210367,3282.7087900086417,True,-2.9386524265745297,2.4335638859209023,False
RmFtSTUwdDc0,894,168,11.4236755676139,0.140411496780273,0.0257156229434513,fami50t74,FamI50t74,Fam2,income_and_benefits,economic,True,,0,,,,False,287074,3475,0.7,0.152,0.002,True,,,,,,,-286180,3479.0586370453716,True,-1.1588503219726984,2.5793279422550346,False
RmFtSTc1dDk5,1029,201,11.8744849220626,0.161614575153133,0.0308273737129748,fami75t99,FamI75t99,Fam2,income_and_benefits,economic,True,,0,,,,False,214732,3170,0.9,0.114,0.002,True,,,,,,,-213703,3176.366005358954,True,4.761457515313298,3.089218299245635,False
RmFtSVUxMA==,175,76,26.4003473729917,0.0274854719648186,0.0118803497941537,famiu10,FamIU10,Fam2,income_and_benefits,economic,False,,0,,,,False,112405,2509,1.4,0.06,0.001,True,,,,,,,-112230,2510.1507922832047,True,-3.25145280351814,1.1922361814315479,False
RmFtUHZV,6367,268,2.55878644778858,1,0,fampvu,FamPvU,FamPvU,income_in_past_12_months_is_below_the_poverty_level,economic,True,6192,306,3.00417049551142,1,0,True,1887978,7339,0.2,1,0,True,175,406.7677470006687,False,0.028262273901808785,0.06674949380163014,False,0,0,-1881611,7343.891679484386,True,0,0
RkYxMHQxMnA1,26,31,72.4807107785831,0,0,ff10t12p5,FF10t12p5,MdEFFTWrk,economic__special_variable,economic,False,114,0,,0,0,False,22815,0,,0,0,False,-88,31,False,-0.7719298245614035,0.2719298245614035,False,0,0,-22789,31,True,0,0
RkYxMnA1dDE1,9,9,60.790273556231,0,0,ff12p5t15,FF12p5t15,MdEFFTWrk,economic__special_variable,economic,False,14,0,,0,0,False,23183,0,,0,0,False,-5,9,False,-0.35714285714285715,0.6428571428571429,False,0,0,-23174,9,True,0,0
RkYxNXQxN3A1,135,115,51.784307103456,0,0,ff15t17p5,FF15t17p5,MdEFFTWrk,economic__special_variable,economic,False,47,0,,0,0,False,34778,0,,0,0,False,88,115,False,1.872340425531915,2.446808510638298,False,0,0,-34643,115,True,0,0
RkYxN3A1dDIw,97,61,38.2289349168051,0,0,ff17p5t20,FF17p5t20,MdEFFTWrk,economic__special_variable,economic,False,21,0,,0,0,False,33443,0,,0,0,False,76,61,False,3.619047619047619,2.904761904761904,False,0,0,-33346,61,True,0,0
RkYyMHQyMnA1,71,47,40.2414486921529,0,0,ff20t22p5,FF20t22p5,MdEFFTWrk,economic__special_variable,economic,False,212,0,,0,0,False,56003,0,,0,0,False,-141,47,False,-0.6650943396226415,0.22169811320754715,False,0,0,-55932,47,True,0,0
RkYyMnA1dDI1,11,17,93.9486045869025,0,0,ff22p5t25,FF22p5t25,MdEFFTWrk,economic__special_variable,economic,False,20,0,,0,0,False,32627,0,,0,0,False,-9,17,False,-0.45,0.8500000000000001,False,0,0,-32616,17,True,0,0
RkZUMTAwcGw=,574,160,16.9450239877996,0,0,fft100pl,FFT100pl,MdEFFTWrk,economic__special_variable,economic,True,287,0,,0,0,False,216925,0,,0,0,False,287,160,False,1,0.5574912891986062,False,0,0,-216351,160,True,0,0
RkZUMjV0MzA=,190,98,31.3549832026876,0,0,fft25t30,FFT25t30,MdEFFTWrk,economic__special_variable,economic,False,200,0,,0,0,False,84078,0,,0,0,False,-10,98,False,-0.05,0.49,False,0,0,-83888,98,True,0,0
RkZUMnA1dDU=,0,0,,0,0,fft2p5t5,FFT2p5t5,MdEFFTWrk,economic__special_variable,economic,False,0,0,,0,0,False,2238,0,,0,0,False,0,0,0,,,,-2238,0,True,0,0
RkZUMzB0MzU=,292,114,23.7331889911313,0,0,fft30t35,FFT30t35,MdEFFTWrk,economic__special_variable,economic,False,354,0,,0,0,False,89523,0,,0,0,False,-62,114,False,-0.1751412429378531,0.3220338983050847,False,0,0,-89231,114,True,0,0
RkZUMzV0NDA=,253,102,24.5083316313659,0,0,fft35t40,FFT35t40,MdEFFTWrk,economic__special_variable,economic,False,251,0,,0,0,False,89490,0,,0,0,False,2,102,False,0.00796812749003984,0.4063745019920319,False,0,0,-89237,102,True,0,0
RkZUNDB0NDU=,497,125,15.2893042143438,0,0,fft40t45,FFT40t45,MdEFFTWrk,economic__special_variable,economic,True,398,0,,0,0,False,94744,0,,0,0,False,99,125,False,0.24874371859296482,0.31407035175879394,False,0,0,-94247,125,True,0,0
RkZUNDV0NTA=,213,90,25.6860310800976,0,0,fft45t50,FFT45t50,MdEFFTWrk,economic__special_variable,economic,False,282,0,,0,0,False,65731,0,,0,0,False,-69,90,False,-0.24468085106382978,0.3191489361702127,False,0,0,-65518,90,True,0,0
RkZUNTB0NTU=,263,117,27.0435817721636,0,0,fft50t55,FFT50t55,MdEFFTWrk,economic__special_variable,economic,False,299,0,,0,0,False,83393,0,,0,0,False,-36,117,False,-0.12040133779264214,0.391304347826087,False,0,0,-83130,117,True,0,0
RkZUNTV0NjU=,528,150,17.2699640784747,0,0,fft55t65,FFT55t65,MdEFFTWrk,economic__special_variable,economic,True,439,0,,0,0,False,125371,0,,0,0,False,89,150,False,0.20273348519362186,0.3416856492027335,False,0,0,-124843,150,True,0,0
